,id,custom_id,name,url,abbreviation,classification
435,436,91139622118-45,ERRIN,,,
436,437,91139622118-45,IGLO Extended,,,
437,438,91139622118-45,DAcoB,,,
438,439,91139622118-45,Unilion,,,
439,440,323330139138-16,SYNERGI,https://synergiorg.dk/om-synergi/partnerskaber/,,
440,441,19107072867-07,CLEPA,,CLEPA,abbreviation
441,442,19107072867-07,FIGIEFA,,FIGIEFA,abbreviation
442,443,19107072867-07,SMEdenmark,,,
443,444,137429342230-17,Euroseeds,,,
444,445,137429342230-17,,,ISF,
445,446,6182372280-83,European Fund and Asset Management Association,,EFAMA,
446,447,6182372280-83,Pensions Europe,,,
447,448,6182372280-83,International Investment Funds Association,,IIFA,
448,449,6182372280-83,American Chamber of Commerce,,AmCham,
449,450,6182372280-83,British Chamber of Commerce,,,
450,451,6182372280-83,Italian Chamber of Commerce,,,
451,452,6182372280-83,Chilean Chamber of Commerce,,,
452,453,6182372280-83,Indian Chamber of Commerce,,,
453,454,1798200413-71,International Association of Oil and Gas Producers,https://iogpeurope.org/,IOGP,
454,455,1798200413-71,EFET,https://efet.org/,,
455,456,1798200413-71,IPIECA,https://www.ipieca.org/,,
456,457,1798200413-71,US Chamber of Commerce,https://www.uschamber.com/,,
457,458,1798200413-71,API,https://www.api.org/,,
458,459,209391447479-03,DS Avocats,,,
459,460,209391447479-03,Lexwork international,,,
460,461,069083647179-78,Forum Civique Européen,,,
461,462,069083647179-78,Chambre française de l'Economie Sociale et Solidaire,,ESS-France,
462,463,053008347519-59,Build Europe,,,
463,464,201839244725-10,Eurocoop,,,
464,465,201839244725-10,amfori,,,
465,466,201839244725-10,ICA,,,
466,467,201839244725-10,Finnish commerce federation,,,
467,468,201839244725-10,Confederation of Finnish industries,,,
468,469,201839244725-10,The Finnish Hospitality Association MaRa,,,
469,470,201839244725-10,The Finnish Grocery Trade Association,,PTY,
470,471,525349047564-81,Federación de Padres de Niños con Cáncer,https://cancerinfantil.org/,,
471,472,525349047564-81,Plataforma de Infancia de España,,,
472,473,525349047564-81,COCEMFE,,,
473,474,525349047564-81,EURORDIS,,Rare Disease Europe,
474,475,525349047564-81,Childhood Cancer International,,EUROPE,
475,476,888806344661-95,Health and Environment Alliance,,HEAL,
476,477,888806344661-95,EDC-Free Europe,,,
477,478,888806344661-95,European Environmental Bureau,,EEB,
478,479,056319643095-46,Hexagon Group,https://hexagongroup.com/about/,,
479,480,056319643095-46,UN Global Compact,,,
480,481,056319643095-46,Hydrogen Europe,,,
481,482,396580546242-82,European Disability Forum,,,
482,483,396580546242-82,Social platform,,,
483,484,396580546242-82,The European Expert Group on the transition from institutional to community-based care,,,
484,485,590857345309-78,Arbeidsgiverforeningen Spekter,"www,spekter.no",,
485,486,590857345309-78,Bransch- och arbetsgivarförbundet Tågföretagen,www.tagforetagen.se,,
486,487,590857345309-78,Community of European Railway and Infrastructure Companies,www.cer.be,,
487,488,590857345309-78,CSR Sweden,www.csrsweden.se,,
488,489,590857345309-78,Dansk Industri,www.danskindustri.dk,,
489,490,590857345309-78,Eurail,"www,eurail.com/en",,
490,491,590857345309-78,The International Rail Transport Committee,www.cit-rail.org/en/,,
491,492,590857345309-78,International Union of Railways,www.uic.org,,
492,493,590857345309-78,Jernbanevirksomhetenes Sikkerhetsforening,,,
493,494,590857345309-78,Järnvägsbranschens Samverkansforum,,,
494,495,590857345309-78,Norsk-Svensk Handelskammer,www.norsksvenskahandelskammaren.com,,
495,496,590857345309-78,Nätverket för Transporter och Miljön,www.transportmeasures.org/sv/,,
496,497,590857345309-78,Nätverket för Hållbart Näringsliv,www.nmc.a.se,,
497,498,590857345309-78,Nätverket för hållbart företagande för statligt ägda bolag,,,
498,499,590857345309-78,Stockholms Handelskammare,www.chamber.se,,
499,500,590857345309-78,Svensk Kollektivtrafik,www.svenskkollektivtrafik.se,,
501,502,31226213614-86,United Nations,,UN,
502,503,31226213614-86,International Maritime Organization,,IMO,
503,504,31226213614-86,United Nations Commission on International Trade Law,,UNCITRAL,
504,505,31226213614-86,United Nations Framework Convention on Climate Change,,UNFCCC,
505,506,63794152825-82,CIVICUS,,,
506,507,63794152825-82,CPDE,,,
507,508,63794152825-82,ECAS,,,
508,509,63794152825-82,CONCORD,,,
509,510,63794152825-82,ENNA,,,
510,511,63794152825-82,CEECN,,,
511,512,63794152825-82,APRODEV,,,
512,513,63794152825-82,ALDA,,,
513,514,63794152825-82,TrustLaw,,,
514,515,63794152825-82,TRIALOG,,,
515,516,63794152825-82,TSI,,,
516,517,63794152825-82,Global Standard for CSO Accountability,,,
517,518,92777573084-82,Dansk Erhverv,,,
518,519,92777573084-82,ECTAA - Association of European Travel Agents and Tour Operators,,ECTAA,
519,520,92777573084-82,WTAAA - World Travel Agents Associations Alliance,,WTAAA,
520,521,680443918500-51,Danish Shipping,,,
521,522,680443918500-51,European Roundtable of Industrialists,,,
522,523,680443918500-51,World Shipping Council,,,
523,524,865034435102-35,Businessmed-UMCE,http://businessmed-umce.org/en/members,,
524,525,865034435102-35,Businessmed-UMCE,http://businessmed-umce.org/en/Partners,,
525,526,865034435102-35,Businessmed-UMCE,http://businessmed-umce.org/en/services-aux-membres,,
526,527,263314723145-29,Information Technology Industry Council,https://www.itic.org/,ITI,
527,528,263314723145-29,TechUK,https://www.techuk.org/,,
528,529,263314723145-29,Digital Europe,https://www.digitaleurope.org/,,
529,530,263314723145-29,Bitkom,https://www.bitkom.org/,,
530,531,711679545359-59,EURORDIS,www.eurordis.org,,
531,532,711679545359-59,Latvijas Pilsoniskā alianse,www.nvo.lv,,
532,533,711679545359-59,Latvijas Pacientu organizāciju tīkls,www.pacientu-organizacijas.lv,,
533,534,726510419569-85,UN DESA,,,
534,535,726510419569-85,Open Education Quality Initiative,,,
535,536,726510419569-85,Earth Charter,,,
536,537,726510419569-85,International Network for Quality Assurance Agencies in Higher Education,,INQAAHE,
537,538,726510419569-85,European Distance and E-Learning Network,,EDEN,
538,539,726510419569-85,Council on International Higher Education Supervision,,CONIES,
539,540,726510419569-85,,,AIAA,
540,541,726510419569-85,Ballsbridge International,,,
541,542,230781047684-28,Circular Bioeconomy Alliance,,,
542,543,230781047684-28,UN Decade on Ecosystem Restoration,,,
543,544,230781047684-28,European Forest Institute,,,
544,545,230781047684-28,France Nature Environnement,,,
545,546,230781047684-28,Fransylva,,,
546,547,230781047684-28,Forest Declaration Platform,,,
547,548,230781047684-28,Restor,,,
548,549,558814547952-34,FNADE,https://www.fnade.org/fr,,
549,550,558814547952-34,PEXE,https://ecoentreprises-france.fr/,,
550,551,170100021998-13,ETP Food for life,,,
551,552,170100021998-13,EFSA,,,
552,553,170100021998-13,Panel de BIOHAZ,,BIOHAZ,
553,554,170100021998-13,Panel on Animal Health and Welfare,,AHAW,
554,555,170100021998-13,JPI Biobased Industries,,,
555,556,170100021998-13,EPSO- European Plant Science Organisation,,EPSO,
556,557,170100021998-13,FoodForce,www.foodforcenetwork.eu,,
557,558,170100021998-13,European Federation of Animal Science,,EAAP,
558,559,170100021998-13,Agencia Nacional de Evaluación y Prospectiva,,ANEP,
559,560,170100021998-13,FABRE-TP Farm Animal Breeding & Reproduction Technology Platform,www.fabretp.eu,FABRE-TP,
560,561,170100021998-13,Asociación Interprofesional para el Desarrollo Agrario,,AIDA,
561,562,170100021998-13,American Society of Animal Science,,ASAS,
562,563,170100021998-13,Asociación Nacional de Veterinarios de Porcino Ibérico,,ANVEPI,
563,564,170100021998-13,Vet + i,,,
564,565,170100021998-13,Welfare Quality network,,,
565,566,170100021998-13,European Aquaculture Technology and Innovation Platform,,EATiP,
566,567,170100021998-13,OIE,,,
567,568,170100021998-13,World Organization for animal health,,,
568,569,170100021998-13,Global Virus Network,,,
569,570,170100021998-13,Global African Swine Fever Research Alliance,,,
570,571,170100021998-13,EPIZONE EU NET,,,
571,572,170100021998-13,"European Network for Diagnostics of ""Imported"" Viral Diseases",,ENIVD,
572,573,170100021998-13,Scientific Commitee of the Management Committee for Pig Meat a la UE,,,
573,574,170100021998-13,Asociación Española de Profesionales del Análisis Sensorial,,AEPAS,
574,575,170100021998-13,Asociación Nacional de Industrias de la Carne de España,,ANICE,
575,576,170100021998-13,EUFRIN,,,
576,577,170100021998-13,FAO-CIHEAM International Nut Network,,,
577,578,170100021998-13,EURAF European Agroforestry,,,
578,579,170100021998-13,International Research Initiative For Wheat Improvement,,IRIWI,
579,580,170100021998-13,Technology and Economic Assessment Panel,,TEAP,
580,581,170100021998-13,Methyl Bromide Technical Options Committee,,MBTOC,
581,582,170100021998-13,Ozone Secretariat,,,
582,583,170100021998-13,United Nations Environmental Program,,UNEP,
583,584,170100021998-13,International Water Association,,,
584,585,170100021998-13,Working Group Black Yeasts,,,
585,586,170100021998-13,International Society for Horticultural Science,,ISHS,
586,587,170100021998-13,International Society for Microbial Electrochemistry and Thechnology,,ISMET,
587,588,170100021998-13,International Association of Geochemistry,,IAGC,
588,589,170100021998-13,Sociedad Española de Ciencias Hortícolas,,,
589,590,170100021998-13,Red Española de Compostaje,,,
590,591,170100021998-13,Sociedad Española de Microbiologia,,SEM,
591,592,170100021998-13,OENOVITI,,,
592,593,170100021998-13,Plataforma Tecnológica Española del Agua,,PTEA,
593,594,777677846149-86,ASSONAVE,https://www.confindustria.it/home/chi-siamo/sistema-confindustria/associazioni-settore/associazione?id=448B3A095E85CE1DC1257964004CE5DB,,
594,595,777677846149-86,SEAEUROPE,https://www.seaeurope.eu,,
595,596,873398146688-65,European Federation of Investors and Financial Services Users,www.betterfinance.eu,BETTER FINANCE,
596,597,873398146688-65,World Federation of Investors,www.wfic.org,WFI,
597,598,286614547880-69,SESAR Deployment Manager,https://www.sesardeploymentmanager.eu/about,,
598,599,13118423364-86,European Dairy Association,www.euromilk.org,EDA,
599,600,13118423364-86,Association de l'Industrie de la Fonte de Fromage de la C.E.E.,www assifonte.org,Assifonte,
600,601,13118423364-86,,www.fil/idf.org,IDF,
601,602,27567784437-46,Dansk Industri,,,
602,603,27567784437-46,,,Esta,
603,604,27567784437-46,,,Ecma,
604,605,27567784437-46,,,ICC,
605,606,47326968864-27,European Association of Producer Organisations,,EAPO,
606,607,18082924076-29,ETUC,,ETUC,abbreviation
607,608,18082924076-29,Eurocadres,,Eurocadres,abbreviation
608,609,18082924076-29,ITUC,,ITUC,abbreviation
609,610,18082924076-29,NFS,,NFS,abbreviation
610,611,18082924076-29,Bastun,,Bastun,abbreviation
611,612,18082924076-29,TUAC,,TUAC,abbreviation
612,613,607208531294-53,Finans Danmark,,,
613,614,2428270908-83,EFAMA,,EFAMA,abbreviation
614,615,2428270908-83,ICI Global,,ICI,
615,616,2428270908-83,ICMA,,ICMA,abbreviation
616,617,2428270908-83,EPFSF,,EPFSF,abbreviation
617,618,2428270908-83,DATA,,DATA,abbreviation
618,619,2428270908-83,ALFI,,ALFI,abbreviation
619,620,2428270908-83,ABBL,,ABBL,abbreviation
620,621,2428270908-83,BDB,,BDB,abbreviation
621,622,2428270908-83,VAB,,VAB,abbreviation
622,623,2428270908-83,Irish Funds,,,
623,624,708062847650-44,5th PCI List,,,
624,625,708062847650-44,NSI West Regional Group,,,
625,626,244710319190-73,"Standards Coordinating Body for Gene, Cell and Regenerative Medicines and Cell-Based Drug Discovery",,,
626,627,244710319190-73,Foundation for Cell and Gene Medicine,,,
627,628,244710319190-73,National Academy of Sciences Forum on Regenerative Medicine,,,
628,629,682126441400-50,WeCAN,https://wecanadvocate.eu/,,
629,630,682126441400-50,ECO,https://www.europeancancer.org/,,
630,631,682126441400-50,EURODIS,https://www.eurordis.org/,,
631,632,862207842633-83,European Raw Materials Alliance,https://erma.eu/,ERMA,
632,633,862207842633-83,European Institute of Innovation and Technology Raw Materials,https://eit.europa.eu/,EIT,
633,634,862207842633-83,Estonian Chemical Industry Association,https://www.keemia.ee/,ECIA,
634,635,862207842633-83,Estonian Chamber of Commerce and Industry,https://www.koda.ee/,ECCI,
635,636,761037712721-72,IERC Steering Committee,,,
636,637,761037712721-72,,https://batteriestransport.org,,
637,638,761037712721-72,,,CENELEC,
638,639,549456347358-04,Tapp Coalition,https://www.tappcoalition.eu/about-us-4633779,,
639,640,549456347358-04,European Environmental Bureau,,EEB,
640,641,549456347358-04,European Aviation Policy Forum,,EAPF,
641,642,750858744026-44,,,EASN,
642,643,750858744026-44,,,CEAS,
643,644,750858744026-44,,,PEGASUS,
644,645,750858744026-44,,,BRAIA,
645,646,750858744026-44,,,IFToMM,
646,647,750858744026-44,,,IEEE,
647,648,70539554035-46,European Cancer Organisation,,,
648,649,70539554035-46,European Forum for Good Clinical Practice,,,
649,650,70539554035-46,European Alliance for Personnalised Medicine,,,
650,651,70539554035-46,European Association for NeuroOncology,,,
651,652,70539554035-46,European Association of Urology,,,
652,653,70539554035-46,European School of Oncology,,,
653,654,70539554035-46,European Association of Urology,,,
654,655,70539554035-46,American Association for Cancer Research,,,
655,656,70539554035-46,European Society for Therapeutic Radiology and Oncology,,,
656,657,70539554035-46,European Society for Medical Oncology,,,
657,658,70539554035-46,American Society for Therapeutic Radiology and Oncology,,,
658,659,70539554035-46,International Society of Geriatric Oncology,,,
659,660,70539554035-46,International Society of Pediatric Oncology,,,
660,661,70539554035-46,International Union Against Cancer,,,
661,662,70539554035-46,International Network for Cancer Research and Treatment,,,
662,663,70539554035-46,Organisation of European Cancer Institutes,,,
663,664,70539554035-46,European Oncology Nursing Society,,,
664,665,70539554035-46,European Society of Pathology,,,
665,666,70539554035-46,European Society of Radiology,,,
666,667,285767543881-26,Junior Enterprises Europe,,,
667,668,285767543881-26,Junior Enterprises Global,,,
668,669,285767543881-26,,,AACSB,
669,670,285767543881-26,United Nations Global Compact PRME,,,
670,671,285767543881-26,,,EFMD,
671,672,298216447506-22,European Association of Research and Technology Organisations,,EARTO,
672,673,298216447506-22,European Energy Research Alliance,,EERA,
673,674,298216447506-22,Zero Emission Platform,,ZEP,
674,675,298216447506-22,European Technology and Innovation Platform Bioenergy,,ETIP Bioenergy,
675,676,298216447506-22,Fuel Cells and Hydrogen,,,
676,677,298216447506-22,European Aquaculture Technology and Innovation Platform,,EATIP,
677,678,298216447506-22,Waterborne Technology Platform,,,
678,679,298216447506-22,Joint Programming Initiative Healthy and Productive Seas and Oceans,,JPI Oceans,
679,680,298216447506-22,European Circular Economy Stakeholder Platform,,,
680,681,289579547746-79,HOTREC,www.hotrec.eu,,
681,682,717889840444-77,European Renewable Energies Federation,http://www.eref-europe.org/,,
682,683,717889840444-77,Bioenergy Europe,https://bioenergyeurope.org/,,
683,684,93322774930-56,IFOAM,,IFOAM,abbreviation
684,685,93322774930-56,IFOAM EU,,IFOAM EU,name
685,686,7721359944-96,American Chamber of Commerce to the European Union,,,
686,687,7721359944-96,British Chamber of Commerce in Belgium,,,
687,688,7721359944-96,Transatlantic Policy Network,,,
688,689,7721359944-96,Business Software Alliance,,BSA,
689,690,7721359944-96,European Services Forum,,ESF,
690,691,7721359944-96,Alliance for Internet of Things Innovation,,AIOTI,
691,692,7721359944-96,Information Technology Industry Council,,ITIC,
692,693,7721359944-96,European Internet Forum,,,
693,694,7721359944-96,Open Forum Europe,,,
694,695,7721359944-96,European Committee for Interoperable Systems,,ECIS,
695,696,7721359944-96,The European House - Ambrosetti Group,,,
696,697,7721359944-96,Charter of Trust,,,
697,698,7721359944-96,"European Trade Association representing the medical imaging, radiotherapy, health ICT and electromedical industries",,COCIR,
698,699,35455841111-88,Society of European Affairs Professionals,,SEAP,
699,700,798276218578-53,MGEN,,,
700,701,798276218578-53,Mutualité Française,,FNMF,
701,702,798276218578-53,Mutualité Fonction Publique,,MFP,
702,703,069910339313-06,Associazione Italiana Turismo Responsabile,,AITR,
703,704,069910339313-06,Associazione delle organizzazioni italiane di cooperazione e solidarietà internazionale,,AOI,
704,705,069910339313-06,Associazione “Carta di Roma”,,,
705,706,069910339313-06,Banca Popolare Etica,,,
706,707,069910339313-06,Campagna Stop Ceta Ttip,,,
707,708,069910339313-06,Campagna “No Hate Speech Movement” del Consiglio d’Europa,,,
